OBJECT_ID;TYPE_FICHIER;colonne;valeur
417;GLASSDOOR_AVIS;nom_entreprise;Groupe Adéquat
417;GLASSDOOR_AVIS;note_moy_entreprise;3.9
417;GLASSDOOR_AVIS;avis;{"avis_1": {"date_avis": "Nov 24, 2017", "note_avis": "5.0", "texte_avis": "Je travaille chez Groupe Adéquat à temps plein depuis moins d'un an", "avantages": "Valeurs humaines et respect des individus, peu importe leur place dans l'entreprise, leur qualification et leur ancienneté", "inconvenients": "Mutuelle beaucoup trop chère -> environ 50€/salarié/mois"}, "avis_2": {"date_avis": "Sep 16, 2017", "note_avis": "5.0", "texte_avis": "J'ai travaillé chez Groupe Adéquat à temps plein", "avantages": "Entreprise qui respecte ses valeurs et a l'ecoute de ses salaries. Possibilités d'évolutions", "inconvenients": "Il faudrait juste revaloriser certains salaires. Malgré le nombre d'agences en France il n'y a pas de CE"}, "avis_3": {"date_avis": "Oct 24, 2016", "note_avis": "1.0", "texte_avis": "J'ai travaillé chez Groupe Adéquat à", "avantages": "Accessible facilement plein centre Voiron", "inconvenients": "Local mal entretenu voir mal nettoyé papiers mal rangées de partout manque de respect lors des entretiens"}, "avis_4": {"date_avis": "Sep 5, 2016", "note_avis": "5.0", "texte_avis": "Je travaille chez Groupe Adéquat à temps plein depuis moins d'un an", "avantages": "Direction à l'écoute, réelles capacités d'évolution en lien avec le développement de l'entreprise.", "inconvenients": "Communication sur la notoriété de l'entreprise"}, "avis_5": {"date_avis": "Apr 4, 2016", "note_avis": "5.0", "texte_avis": "Je travaille chez Groupe Adéquat à", "avantages": "Le contact et les échanges la direction très appréciés,  bon horaire, super esprit d'équipe, bonne ambiance. \\nFormation interne super !", "inconvenients": "L'évolution des logiciels de travail, CRM,etc....Mais c'est en cours donc une fois mis en place ça devrait être parfait ! \;)"}, "avis_6": {"date_avis": "Mar 14, 2016", "note_avis": "5.0", "texte_avis": "Je travaille chez Groupe Adéquat à temps plein depuis plus de 3 ans", "avantages": "Société saine et à l'écoute de ses salariés et des candidats", "inconvenients": "Un CE serait apprécié\\nAdéquat est une société qui mériterait d'être davantage connue et reconnue. Il serait donc positif de communiquer davantage via les réseaux sociaux, publicité..."}, "avis_7": {"date_avis": "Mar 14, 2016", "note_avis": "4.0", "texte_avis": "Je travaille chez Groupe Adéquat à", "avantages": "Adéquat sait reconnaître la valeur de ses salariés et offre de réelles perspectives d'évolution au sein du groupe. \\nLa proximité avec nos salariés intérimaires permet un suivi de qualité lors des missions confiées.", "inconvenients": "Je regrette un peu le manque d'un CE"}, "avis_8": {"date_avis": "Mar 9, 2016", "note_avis": "4.0", "texte_avis": "Je travaille chez Groupe Adéquat à temps plein depuis plus de 3 ans", "avantages": "- Responsabilité\\n- autonomie\\n- Sensibilisation accrue en prévention des risques", "inconvenients": "- CE a étoffer\\n- communication visuelle et marketing légère"}, "avis_9": {"date_avis": "Mar 3, 2016", "note_avis": "5.0", "texte_avis": "Je travaille chez Groupe Adéquat à", "avantages": "Le Groupe Adéquat permet à tous les salariés d'évoluer rapidement.\\nUne entreprise qui à des valeurs et une approche humaine exceptionnelle.", "inconvenients": "Manque de communication externe & de publicité. \\nNos concurrents eux occupe la toile et nos écrans de télévision, pourquoi pas nous ?"}, "avis_10": {"date_avis": "Feb 23, 2016", "note_avis": "4.0", "texte_avis": "Je travaille chez Groupe Adéquat à temps plein depuis plus de 10 ans", "avantages": "Groupe familiale dans lequel le travail, le respect des personnes et la prise en compte de l'évolution personnelle ne sont pas de vains mots.  L'encadrement soutient ses collaborateurs dans les bons comme dans les mauvais moments.  Les équipes ont la liberté de pouvoir proposer des projets et d'être entendu.", "inconvenients": "Il n'y a pas de CE."}}
418;GLASSDOOR_AVIS;nom_entreprise;Multimedia France Productions
418;GLASSDOOR_AVIS;note_moy_entreprise;1.0
418;GLASSDOOR_AVIS;avis;{"avis_1": {"date_avis": "Jan 5, 2018", "note_avis": "1.0", "texte_avis": "J'ai travaillé chez Multimedia France Productions à", "avantages": "Aucun vu qu'on  n'est pas payé.", "inconvenients": "On n'est pas payé si MFP n'est pas payé par ses propres clients. Sacré inconvénient et sacrément illégal ! Essaie de vous faire signer des contrats a posteriori modifiant les termes convenus à la commande."}}
419;GLASSDOOR_AVIS;nom_entreprise;Modis
419;GLASSDOOR_AVIS;note_moy_entreprise;3.2
419;GLASSDOOR_AVIS;avis;{"avis_1": {"date_avis": "Dec 13, 2019", "note_avis": "1.0", "texte_avis": "Je travaille chez Modis à temps plein", "avantages": "Rien ne me vient à l'esprit", "inconvenients": "-     Missions inintéressantes et qui ne correspondent pas du tout  à vos attentes\\n-      Aspect Humain inexistant\\n-      Aucune transparence  \\n-\\tAspect rentable 1000 fois plus important que l’aspect Humain\\n-\\tManagers qui alignent les mensonges\\n-\\tA EVITER A TOUT PRIX pour les personnes qui débutent sur le marché du travail \\n-\\tIls vous virent très rapidement si vous n’avez pas de mission \\n-\\tManagement,...communication et informations pour les consultants inexistant"}, "avis_2": {"date_avis": "Nov 26, 2019", "note_avis": "2.0", "texte_avis": "Je travaille chez Modis à temps plein depuis plus d'un an", "avantages": "Remboursement titre de transport à 100% \\nPrimes de Noel: 160e", "inconvenients": "Pas d'intéressement\\nPas de reconnaissance ni d'évolution possible"}, "avis_3": {"date_avis": "Nov 19, 2019", "note_avis": "1.0", "texte_avis": "J'ai travaillé chez Modis à temps plein moins d'un an", "avantages": "Y a pas d’avantages que des inconvénients", "inconvenients": "Vendeurs de viandes , pas de qualité de travail"}, "avis_4": {"date_avis": "Nov 17, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Modis à temps plein depuis plus de 10 ans", "avantages": "Depuis 13 ans j'ai toujours eu de bonnes missions.", "inconvenients": "Salaire bas par rapport au marché."}, "avis_5": {"date_avis": "Oct 31, 2019", "note_avis": "3.0", "texte_avis": "J'ai travaillé chez Modis à temps plein plus d'un an", "avantages": "Certains managers sont tout de même portés sur l'humain", "inconvenients": "La direction s'intéresse plus aux chiffres et qu'aux collaborateurs. Les relations commerce/collaborateurs s'en ressentent au quotidien."}, "avis_6": {"date_avis": "Oct 11, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Modis à temps plein depuis moins d'un an", "avantages": "Bonne entreprise, bon manager, je recommande", "inconvenients": "salaire en entrée faible en moyenne"}, "avis_7": {"date_avis": "Oct 2, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Modis à temps plein depuis plus de 10 ans", "avantages": "Frais de déplacement \\nBien pour débuter\\nPas mieux pas pire qu’une autre ss2i", "inconvenients": "Pas de revalorisation de salaire \\nPas de valorisation des compétences"}, "avis_8": {"date_avis": "Sep 24, 2019", "note_avis": "1.0", "texte_avis": "Je travaille chez Modis à temps plein depuis plus d'un an", "avantages": "Aucun pour le moment apart le remboursement du pass navigo", "inconvenients": "- Aucune possibilité d'évolution\\n- Des missions pas du tout intéressantes\\n- Aspect rentable qui est 10 fois plus important que l'aspect humain\\n- Une augmentation de salaire qui est plus basse que le taux de l'inflation (1%)\\n- Aucune prime peu importe la performance du collaborateur"}, "avis_9": {"date_avis": "Sep 21, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Modis à temps plein depuis plus d'un an", "avantages": "Ambiance de travail agréable\\nBon équilibre vie professionnelles et personnelle", "inconvenients": "Trop aléatoire en fonction du responsable"}, "avis_10": {"date_avis": "Aug 26, 2019", "note_avis": "1.0", "texte_avis": "Je travaille chez Modis à temps plein depuis plus de 3 ans", "avantages": "Ticket restaurant, Autonomie, mission chez différents clients inintéressantes.", "inconvenients": "Manque de suivi et d'écoute par les managers, sauf au moment des Entretiens annuels, ou une rupture conventionnelle ???\\nPas de visite médicale, pas de formations (plusieurs demandes), ne suivent pas les conventions collectives."}}
420;GLASSDOOR_AVIS;nom_entreprise;Modis
420;GLASSDOOR_AVIS;note_moy_entreprise;3.2
420;GLASSDOOR_AVIS;avis;{"avis_1": {"date_avis": "Aug 2, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Modis à temps plein depuis plus d'un an", "avantages": "Évolution, environnement de travail, soutien du manager", "inconvenients": "Suivi des employés débutants"}, "avis_2": {"date_avis": "Jul 18, 2019", "note_avis": "5.0", "texte_avis": "Je travaille chez Modis à temps plein depuis moins d'un an", "avantages": "Intégration et suivi parfait et concret", "inconvenients": "Expérience trop jeune pour déceler les défauts"}, "avis_3": {"date_avis": "Jul 14, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Modis à temps plein", "avantages": "Respect de la vie privée et professionnelle", "inconvenients": "Manque de vision à long-terme pour assurer un bon fonctionnement solide tout au long des divers périodes"}, "avis_4": {"date_avis": "Jul 11, 2019", "note_avis": "5.0", "texte_avis": "Je travaille chez Modis à temps plein depuis plus d'un an", "avantages": "Très bonne communication\\nBon suivi\\nSalaire correct\\nNombreux after work", "inconvenients": "Manque d'une prime de participation et d'une prime d’intéressement général"}, "avis_5": {"date_avis": "Jul 3, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Modis à temps plein depuis moins d'un an", "avantages": "Ticket restaurant Pass Navigo 100% remboursé , forfait mobile 50% remboursé", "inconvenients": "Salaire dérisoire\\nPas de primes intéressement"}, "avis_6": {"date_avis": "Jun 24, 2019", "note_avis": "2.0", "texte_avis": "Je travaille chez Modis à temps plein", "avantages": "Salaire de départ, suivi commercial, tickets restaurant", "inconvenients": "Pas de formation, augmentations quasi inexistantes, prix des astreintes super bas"}, "avis_7": {"date_avis": "Jun 18, 2019", "note_avis": "3.0", "texte_avis": "J'ai travaillé chez Modis à temps plein plus d'un an", "avantages": "Carte restaurant et 100% des transports remboursés", "inconvenients": "Manque de suivi et d'écoute par les managers"}, "avis_8": {"date_avis": "May 23, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Modis à temps plein", "avantages": "Titre de transport 100% et autres normalités", "inconvenients": "CE pas top ! Presque vide."}, "avis_9": {"date_avis": "Apr 13, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Modis à temps plein depuis moins d'un an", "avantages": "Salaire, à l'écoute, bonne ambiance", "inconvenients": "Choix des missions pas évidente"}, "avis_10": {"date_avis": "Apr 3, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Modis à temps plein depuis moins d'un an", "avantages": "Très bonne boite / bonne ambiance", "inconvenients": "Avantages CE pas assez développés"}}
421;GLASSDOOR_AVIS;nom_entreprise;UK Ministry of Defence
421;GLASSDOOR_AVIS;note_moy_entreprise;3.5
421;GLASSDOOR_AVIS;avis;{"avis_1": {"date_avis": "Oct 1, 2009", "note_avis": "4.0", "texte_avis": "Je travaille chez UK Ministry of Defence à", "avantages": "Possibilité de travailler sur de vastes projets d'importance stratégique dans le domaine de la haute technologie. De nombreuses possibilités d'évoluer avec des projets variés. Grande autonomie pour chaque employé.", "inconvenients": "Mauvaise gestion des RH, carrière décidée par le diplôme initial. Difficulté à lancer de nouveaux projets. Lenteur administrative fréquente dans la vie quotidienne."}}
422;GLASSDOOR_AVIS;nom_entreprise;Smile Group
422;GLASSDOOR_AVIS;note_moy_entreprise;3.7
422;GLASSDOOR_AVIS;avis;{"avis_1": {"date_avis": "Nov 21, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Smile Group à temps plein", "avantages": "Ticket resto, ce, proximité manager", "inconvenients": "Régie difficile d'en sortir \\nManque d'expertise au seins des equipes"}, "avis_2": {"date_avis": "Nov 11, 2019", "note_avis": "4.0", "texte_avis": "J'ai travaillé chez Smile Group à temps plein", "avantages": "Cadre de travail, ethique et equilibre vie pro/vie privee", "inconvenients": "Salaire assez faible, strategie de direction"}, "avis_3": {"date_avis": "Nov 5, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis plus d'un an", "avantages": "Des collègues passionnés, des missions intéressantes, une ambiance de partage", "inconvenients": "Utilisation des formats propriétaire de la suite ms office pour les documents partagés avec les commerciaux"}, "avis_4": {"date_avis": "Oct 9, 2019", "note_avis": "2.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis plus de 3 ans", "avantages": "Bonne école pour débuter\\nStructures relativement petites donc autonomie\\nOffre importante et intéressante sur le digital ou l'iot", "inconvenients": "Salaire\\nBoîte très radine : matériel, locaux, voitures, frais professionnels...\\nQualité des prestations vraiment mauvaise depuis quelques temps, donc clients insatisfaits"}, "avis_5": {"date_avis": "Aug 28, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Smile Group à temps plein", "avantages": "Organisation et bonne gestion de projets", "inconvenients": "sans commentaires ,à voir ultérieurement"}, "avis_6": {"date_avis": "Aug 7, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis plus d'un an", "avantages": "- des locaux sympatiques\\n- des prestataires aimables", "inconvenients": "- salaire trop bas\\n- pas de suivie"}, "avis_7": {"date_avis": "Jul 13, 2019", "note_avis": "2.0", "texte_avis": "J'ai travaillé chez Smile Group à temps plein moins d'un an", "avantages": "- Horaires flexibles\\n- Très bonne ambiance entre collaborateurs (baby foot, console de jeux, sport)\\n- Carte restaurant\\n- Formations", "inconvenients": "- Recrutement de juniors et difficulté à les placer en mission chez le client. Donc, contrat rompu durant la periode d'essai.\\n- Il faut 6 mois d'ancienneté et ne plus être en période d'essai pour bénéficier du télétravail (1 à 2 jours / semaine)\\n- Prime de vacances incluse dans la rémunération fixe\\n- Manque d'encadrement, le manager n'est pas très présent. Il y a tout de même un suivi qui est fait."}, "avis_8": {"date_avis": "Jul 12, 2019", "note_avis": "4.0", "texte_avis": "J'ai travaillé chez Smile Group à temps plein plus d'un an", "avantages": "Proximité avec le management\\nAmbiance Familiale", "inconvenients": "Evolution salariale compliqué\\nPauvreté des offres en régie"}, "avis_9": {"date_avis": "Jun 6, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis plus d'un an", "avantages": "Bonne ambiance, locaux agréables, missions diversifiées", "inconvenients": "Degré hiérarchique et délai de prise de décision"}, "avis_10": {"date_avis": "Jun 3, 2019", "note_avis": "5.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis plus d'un an", "avantages": "Travailler auprès d'experts reconnus dans un marché ouvert et dynamique, c'est la garantie d'apprendre au quotidien et de participer à l'excellence dans l'open source. L'ambiance est également un des principaux avantages.", "inconvenients": "Une société qui grandit vite peut parfois représenter un inconvénient."}}
423;GLASSDOOR_AVIS;nom_entreprise;Smile Group
423;GLASSDOOR_AVIS;note_moy_entreprise;3.7
423;GLASSDOOR_AVIS;avis;{"avis_1": {"date_avis": "May 30, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis plus de 5 ans", "avantages": "Diversité des missions, des collègues sympa, une bonne ambiance, la direction ne flic pas les employés", "inconvenients": "Locaux, salaires, travail en silos, manque de visions sur les projets"}, "avis_2": {"date_avis": "May 2, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Smile Group à temps plein", "avantages": "Bonne ambiance de travail\\nCadre idéal pour apprentissage", "inconvenients": "Salaire\\nPeu d'avantages\\nPeu d'évolution de carrrière"}, "avis_3": {"date_avis": "Apr 25, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis plus d'un an", "avantages": "Chez SMILE, tout tient à la bonne ambiance. \\nDes soirées, des petits-déj, des activités,  des pics-niques, des jeux, des apéros, des challenges ... Bref, j'en passe, il fait vraiment bon vivre chez SMILE. \\n La force de l'entreprise repose sur ces collaborateurs. Il y a encore un esprit d'entreprise familiale , de PME malgré la croissance externe et le passage à près de 1000 collaborateurs.", "inconvenients": "L'entreprise ne se rend pas compte de la valeur de l'humain et n'encourage pas à rester. Gros turn-over, management hasardeux lorsqu'il est présent, aucun système de récompense, salaire faible, pas d'avantage, peu d'outils, on n'investi pas sur les outils. On tire sur la corde sur tous les sujets. Dommage et extrêmement dommageable pour le développement de l'entreprise."}, "avis_4": {"date_avis": "Apr 24, 2019", "note_avis": "5.0", "texte_avis": "J'ai travaillé chez Smile Group à temps plein", "avantages": "Bonne communication avec les clients", "inconvenients": "localisation de Smile à Asnieres"}, "avis_5": {"date_avis": "Apr 11, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis moins d'un an", "avantages": "Bonne Ambiance \\nEvenement RH", "inconvenients": "Pas de Prime \\nCE pas intéressant"}, "avis_6": {"date_avis": "Apr 1, 2019", "note_avis": "2.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis plus d'un an", "avantages": "Facilité à travailler sur des projets techniques.\\nTest technique à l'embauche poussé.\\nCollègues jeunes et sympatiques\\nFacilité à se faire embaucher chez son client lors de missions en AT.", "inconvenients": "Mauvaise rémunération par rapport au marché de l'emploi toulousain.\\nBeaucoup de turn-over (d'où la jeunesse de l'équipe).\\nAucune prime.\\nPeu de participation/intéressement.\\nPeu d'avantages CE.\\nDifficultés à coopter car grilles trop basses par rapport au marché actuel.\\nPeu de considération quant à l'investissement des employés.\\nRéunions d'agence le soir.\\nPeu de RTT.\\nDemande d'excellence technique sans...contrepartie financière."}, "avis_7": {"date_avis": "Feb 13, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis plus d'un an", "avantages": "Une bonne ambaince de travail, des équipes jeunes et dynamique. Une hierarichie accessible pour la plupart des équipes. Des évènements top organisé par les Ressources Humaines", "inconvenients": "Les salaires sont bas !"}, "avis_8": {"date_avis": "Feb 7, 2019", "note_avis": "2.0", "texte_avis": "J'ai travaillé chez Smile Group à temps plein", "avantages": "l'ambiance sur les différents plateaux", "inconvenients": "pas d'encadrement / trop de jeunes et de non expérimenté"}, "avis_9": {"date_avis": "Feb 1, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Smile Group à temps plein", "avantages": "L'ambiance générale est très sympathique. \\nLes smiliens sont adorables et accueillants.", "inconvenients": "Les salaires sont bas, et souvent nous avons peu de moyens pour réaliser nos missions."}, "avis_10": {"date_avis": "Jan 25, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Smile Group à temps plein depuis moins d'un an", "avantages": "stabilité et très bonne ambiance", "inconvenients": "Faible évolution de la rémunération"}}
424;GLASSDOOR_AVIS;nom_entreprise;Cegedim
424;GLASSDOOR_AVIS;note_moy_entreprise;3.3
424;GLASSDOOR_AVIS;avis;{"avis_1": {"date_avis": "Dec 4, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Cegedim à temps plein depuis plus de 5 ans", "avantages": "taille de l'entreprise, CE, intéressement et participation", "inconvenients": "un peu en mode startup"}, "avis_2": {"date_avis": "Nov 22, 2019", "note_avis": "3.0", "texte_avis": "J'ai travaillé chez Cegedim à temps plein", "avantages": "- Agilité\\n- Proximité des équipes dev, fonctio", "inconvenients": "- Pas de prime ou avantages\\n- Mission pas très adéquate au profil"}, "avis_3": {"date_avis": "Nov 8, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Cegedim à temps plein", "avantages": "horaires tickey resto emplacement", "inconvenients": "pas d’inconvénients pour ma part"}, "avis_4": {"date_avis": "Nov 6, 2019", "note_avis": "2.0", "texte_avis": "Je travaille chez Cegedim à temps plein", "avantages": "Equipe a Taille humaine,souple, qui de l'avenir", "inconvenients": "Peu industriel, mais de formation"}, "avis_5": {"date_avis": "Oct 23, 2019", "note_avis": "5.0", "texte_avis": "Je travaille chez Cegedim à temps plein depuis plus de 10 ans", "avantages": "- Multitude d'entités et de projets qui permet de ne pas tomber dans la routine\\n- Entreprise en constante évolution technologique", "inconvenients": "- Certaines méthodes de management qui datent un peu"}, "avis_6": {"date_avis": "Oct 22, 2019", "note_avis": "2.0", "texte_avis": "J'ai travaillé chez Cegedim à temps plein", "avantages": "De nombreuses opportunités dans des métiers variés", "inconvenients": "Organisation en mode transformation digitale sans la véritable agilité indispensable à sa réussite, en conséquence beaucoup de stress."}, "avis_7": {"date_avis": "Oct 19, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Cegedim à temps plein", "avantages": "Compensation,  ADN,  Fondation,  Innovation,  Workplace", "inconvenients": "Stress, Transformation en SSII côté Projets"}, "avis_8": {"date_avis": "Sep 20, 2019", "note_avis": "1.0", "texte_avis": "J'ai travaillé chez Cegedim à temps plein moins d'un an", "avantages": "Bonne ambiance\\nCollègues agréables\\nLocalisation\\nTélétravail\\nIntéressement participation (faibles)\\nFormation paie assez complète", "inconvenients": "Pas de mobilité interne sauf pour certains bien vus\\nPolitique RH déplorable : on préfère embaucher des juniors plutôt que de garder ses salariés\\nExperts propulsés managers\\nPas d’augmentations pas de possibilité d’en parler\\nDirection (agence) hautaine et à la limite du mépris\\nDémissions en masse"}, "avis_9": {"date_avis": "Sep 16, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Cegedim à temps plein depuis moins d'un an", "avantages": "Très bon manager.\\nSujets très intéressants.\\nÉquipe dynamique.", "inconvenients": "Aucun inconvenient. Rien de négatif à dire."}, "avis_10": {"date_avis": "Sep 11, 2019", "note_avis": "4.0", "texte_avis": "Je travaille chez Cegedim à temps plein", "avantages": "Bonne ambiance, entreprise ayant des valeurs humaines, évolution de carriere", "inconvenients": "convention collective des industries pharmaceutiques"}}
425;GLASSDOOR_AVIS;nom_entreprise;Cegedim
425;GLASSDOOR_AVIS;note_moy_entreprise;3.3
425;GLASSDOOR_AVIS;avis;{"avis_1": {"date_avis": "Sep 4, 2019", "note_avis": "2.0", "texte_avis": "Je travaille chez Cegedim à temps plein depuis moins d'un an", "avantages": "NULL", "inconvenients": "NULL"}, "avis_2": {"date_avis": "Jul 20, 2019", "note_avis": "5.0", "texte_avis": "Je travaille chez Cegedim à temps plein depuis plus d'un an", "avantages": "NULL", "inconvenients": "NULL"}, "avis_3": {"date_avis": "Jul 4, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Cegedim à temps plein", "avantages": "NULL", "inconvenients": "NULL"}, "avis_4": {"date_avis": "Jun 25, 2019", "note_avis": "5.0", "texte_avis": "Je travaille chez Cegedim à temps plein depuis moins d'un an", "avantages": "NULL", "inconvenients": "NULL"}, "avis_5": {"date_avis": "Jun 5, 2019", "note_avis": "5.0", "texte_avis": "Je travaille chez Cegedim à temps plein", "avantages": "NULL", "inconvenients": "NULL"}, "avis_6": {"date_avis": "May 23, 2019", "note_avis": "5.0", "texte_avis": "Je travaille chez Cegedim à temps plein depuis plus de 3 ans", "avantages": "NULL", "inconvenients": "NULL"}, "avis_7": {"date_avis": "May 20, 2019", "note_avis": "1.0", "texte_avis": "J'ai travaillé chez Cegedim à temps plein plus de 5 ans", "avantages": "NULL", "inconvenients": "NULL"}, "avis_8": {"date_avis": "May 17, 2019", "note_avis": "3.0", "texte_avis": "J'ai travaillé chez Cegedim à temps plein plus d'un an", "avantages": "NULL", "inconvenients": "NULL"}, "avis_9": {"date_avis": "May 4, 2019", "note_avis": "3.0", "texte_avis": "J'ai travaillé chez Cegedim à temps plein plus de 5 ans", "avantages": "NULL", "inconvenients": "NULL"}, "avis_10": {"date_avis": "Apr 30, 2019", "note_avis": "2.0", "texte_avis": "J'ai travaillé chez Cegedim à temps plein moins d'un an", "avantages": "NULL", "inconvenients": "NULL"}}
426;GLASSDOOR_AVIS;nom_entreprise;Groupe Creative
426;GLASSDOOR_AVIS;note_moy_entreprise;3.6
426;GLASSDOOR_AVIS;avis;{"avis_1": {"date_avis": "Dec 6, 2019", "note_avis": "4.0", "texte_avis": "J'ai travaillé chez Groupe Creative à temps plein plus d'un an", "avantages": "A Mérignac :\\nProximité manager\\nEcoute\\nSalaire correct\\nBonne ambiance\\nEvénements after work\\nChoix des missions", "inconvenients": "CE quasi inexistant\\nMutuelle un peu faible par rapport au grand groupe.\\nTR 7€\\nStricte Minimum de RTT\\nPas d'intéressement\\nPeu de formation"}, "avis_2": {"date_avis": "Oct 17, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Groupe Creative à temps plein depuis moins d'un an", "avantages": "Les salaires sont intéressants pour les débuts avec expériences.\\nLa mutuelle est assez intéressante.", "inconvenients": "CE pas très intéressent"}, "avis_3": {"date_avis": "Sep 3, 2019", "note_avis": "5.0", "texte_avis": "Je travaille chez Groupe Creative à temps plein depuis moins d'un an", "avantages": "Ecoute, Projet intéressant, Evolution technique", "inconvenients": "Télétravail inexistant, régie obligatoire (pour l'instant)"}, "avis_4": {"date_avis": "Aug 6, 2019", "note_avis": "3.0", "texte_avis": "Je travaille chez Groupe Creative à  depuis moins d'un an", "avantages": "carte restaurant, remboursement 50% transport", "inconvenients": ".... .... .... .... ...."}, "avis_5": {"date_avis": "Aug 20, 2018", "note_avis": "5.0", "texte_avis": "Je travaille chez Groupe Creative à temps plein", "avantages": "A l'écoute des souhaits, missions toujours en rapports avec le projet personnel, permet une bonne progression avec un soutient fort", "inconvenients": "Moins de projets à l'agence que chez les clients"}, "avis_6": {"date_avis": "Jan 31, 2018", "note_avis": "4.0", "texte_avis": "Je travaille chez Groupe Creative à temps plein", "avantages": "Société à taille humaine. Direction accessible et à l'écoute.", "inconvenients": "Croissance importante, qui peut parfois déstabiliser l'organisation"}, "avis_7": {"date_avis": "Jan 6, 2018", "note_avis": "1.0", "texte_avis": "J'ai travaillé chez Groupe Creative à temps plein moins d'un an", "avantages": "CE sans grand intérêt,identique à ce qu'on peut trouver ailleurs pour une société de cette taille.", "inconvenients": "Réalité sans rapport avec le discours tenu pour vous faire venir.  Les valeurs présentées sont totalement bidons. Attention ne vous faites pas avoir..."}, "avis_8": {"date_avis": "Nov 28, 2017", "note_avis": "4.0", "texte_avis": "Je travaille chez Groupe Creative à temps plein", "avantages": "Groupe agréable\\nCommerciaux à l'écoute des employés", "inconvenients": "Salaire moyennement élevé comparé aux concurrents"}}
427;GLASSDOOR_AVIS;nom_entreprise;Robert Half
427;GLASSDOOR_AVIS;note_moy_entreprise;3.6
